uri,id,label,description,created_at,cluster_id
https://orkg.org/property/P5009,P5009,Task,"Task is a multi-valued field with the following subfields: 1) Task Type -this field describes the nature of the task used to evaluate hallucinations in LLMs (i.e. Generative QA, Multi-Choice QA, ​Detection) 2) Input -this field specifies the type of input provided to the model for the task (i.e. Question, Paragraph & Concept, Query, Document) 3)  Label -this field indicates the type of label or expected output used for evaluation (i.e. Answer, Passage, Response, Summary) 4) Metric-this field describes the metrics used to evaluate the model's performance (i.e. LLM-Judge & Human, Acc: Accuracy, EM: Exact Match, AUROC: Area Under the Receiver Operating Characteristic curve, ​P & R & F1: Precision, Recall, and F1 score, Balanced accuracy)",2019-12-17T11:39:36.12+01:00,53
https://orkg.org/property/P147021,P147021,methodology,description,2024-06-13T14:33:14.939896642+02:00,55
https://orkg.org/property/P14,P14,description,Describes the contribution in a summarized way. It is a combination of the 'abstract' and the key points (key takeaways) of the contribution.,2019-01-06T15:04:07.692Z,57
https://orkg.org/property/P31,P31,contribution,,2022-06-30T08:20:34.702425Z,58
https://orkg.org/property/METHOD,METHOD,method,"The method represents the approach, technique, or framework applied in a research contribution to address the specified research problem using the provided material.",2022-06-28T12:41:06.338403Z,62
https://orkg.org/property/P137000,P137000,soil property,,2024-03-13T09:41:54.808995716+01:00,63
https://orkg.org/property/P5024,P5024,Keyword,,2019-12-17T11:40:16.009+01:00,64
https://orkg.org/property/P183196,P183196,food class name,,2025-12-04T10:21:33.482507584+01:00,65
https://orkg.org/property/P37308,P37308,data collection,The process of gathering information or data.,2021-05-26T11:47:09.996667+02:00,66
https://orkg.org/property/P43223,P43223,Size,The parameter size of the SLM in M millions or B in Billions. Typically the SLM parameter size is under 5B,2021-12-01T00:50:07.423601+01:00,67
https://orkg.org/property/P33000,P33000,"""Format""",,2020-11-19T12:04:36.624027+01:00,69
https://orkg.org/property/P56026,P56026,academic discipline,,2022-05-24T07:35:53.776465Z,70
https://orkg.org/property/P41006,P41006,Preprocessing,This property includes the  preprocessing methods which the satellite datasets requires before the application of different analytical technqiues or visual interpretation.,2021-07-23T14:43:10.129624+02:00,71
https://orkg.org/property/contains,contains,contains,,2020-09-28T15:07:08.449289+02:00,72
https://orkg.org/property/P71236,P71236,effectiveness,,2022-10-26T13:05:52.060207Z,73
https://orkg.org/property/P1004,P1004,model,models,2019-01-06T15:04:07.692Z,74
https://orkg.org/property/P175055,P175055,ambient light,measures environmental light,2025-07-01T18:39:39.318187804+02:00,76
https://orkg.org/property/Language,Language,Language,,2022-08-10T13:42:54.929223Z,77
https://orkg.org/property/P174124,P174124,influence_type,,2025-05-12T22:04:21.070192431+02:00,78
https://orkg.org/property/P15080,P15080,Threshold,,2020-03-30T20:59:41.162+02:00,79
https://orkg.org/property/P59073,P59073,Taktfrequenz,,2022-07-01T10:03:11.55688Z,80
https://orkg.org/property/P37555,P37555,Solvent,,2021-05-31T21:20:20.521754+02:00,81
https://orkg.org/property/P37257,P37257,Locus,,2021-05-24T20:46:37.169741+02:00,82
https://orkg.org/property/P41164,P41164,Ne,Electron density in the channel or discharge.,2021-07-31T01:24:05.128175+02:00,83
https://orkg.org/property/P160016,P160016,Abundance ,"Abundance refers to the quantity or number of a particular element, compound, species, or entity present in a given environment or context. It is a key property used to measure the prevalence, distribution, or concentration of a specific component within a system, which can provide insights into ecological relationships, population dynamics, or the overall health of an ecosystem.",2024-11-25T07:32:01.289581117+01:00,84
https://orkg.org/property/P136019,P136019,Snowballing,Ability of the tool to support the automated retrieval of the citations from bibliographic databases (snowballing).,2024-03-04T21:59:22.718339641+01:00,85
https://orkg.org/property/P57092,P57092,Crosslinker,,2022-06-09T12:13:18.205888Z,86
https://orkg.org/property/P180028,P180028,Dopant,Rare-earth element(s) incorporated as dopant(s).,2025-09-07T13:06:26.764293823+02:00,87
https://orkg.org/property/P57093,P57093,Binder,,2022-06-09T12:13:39.972648Z,88
https://orkg.org/property/P34589,P34589,Details,,2021-03-26T13:19:00.924086+01:00,90
https://orkg.org/property/P15340,P15340,Context,"The situation within which something exists or happens, and that can help explain it.",2020-03-31T09:22:59.68+02:00,91
https://orkg.org/property/P44215,P44215,Annotation scheme,,2022-02-03T16:54:32.356894+01:00,92
https://orkg.org/property/P66000,P66000,Average Precision,,2022-08-04T15:57:00.642707Z,93
https://orkg.org/property/P29,P29,publication year,,2022-06-30T08:20:23.064212Z,94
https://orkg.org/property/P151080,P151080,is hardware,"Indicates whether the research involves hardware components, such as devices or equipment, which are crucial for the implementation and functionality of the proposed solution or system.",2024-07-29T18:47:48.592974882+02:00,95
https://orkg.org/property/P15419,P15419,Conclusion,,2020-03-31T10:01:37.955+02:00,96
https://orkg.org/property/P15086,P15086,P (MPa),,2020-03-30T21:00:22.753+02:00,97
https://orkg.org/property/P23143,P23143,Estimated cases,,2020-06-18T16:10:22.910298+02:00,98
https://orkg.org/property/P71177,P71177,temporal resolution,"resolution of a timeseries, minimum time between repeated observations (e.g.  hour, week, year, season, etc. )",2022-10-18T13:45:47.246845Z,99
https://orkg.org/property/P63080,P63080,participant count,Number of participants involved in the study,2022-08-01T12:37:53.024042Z,100
https://orkg.org/property/P110092,P110092,Statistical method,Data collecting and analyzing approach,2023-04-30T11:59:57.255946+02:00,101
https://orkg.org/property/P41928,P41928,question type,The question is of a specific type.,2021-10-21T23:55:08.79517+02:00,104
https://orkg.org/property/P37041,P37041,Study Area,This property lists the study areas (Earth/ Moon/ Mars) considered in a particular research.,2021-05-18T15:31:03.266507+02:00,105
https://orkg.org/property/P20105,P20105,develop,,2020-06-01T16:13:47.919743+02:00,106
https://orkg.org/property/P35183,P35183,Published,,2021-04-30T11:20:51.616516+02:00,107
https://orkg.org/property/P9040,P9040,Study date,,2020-03-16T21:28:03.43+01:00,108
https://orkg.org/property/P7,P7,affiliation,"An organization that this person is affiliated with. For example, a school/university.",2019-01-06T15:04:07.692Z,110
https://orkg.org/property/P37450,P37450,Analysis,,2021-05-31T09:42:09.76863+02:00,111
https://orkg.org/property/P47028,P47028,subject,,2022-03-29T13:57:26.904749+02:00,112
https://orkg.org/property/P178038,P178038,risk statement,What kind of risk,2025-08-20T18:09:53.15878832+02:00,115
https://orkg.org/property/P174365,P174365,characteristic_of,,2025-05-16T21:30:27.174561261+02:00,116
https://orkg.org/property/P4055,P4055,sample size,total number of replicates (n) across all treatments in a study,2019-01-06T15:04:07.692Z,117
https://orkg.org/property/P23001,P23001,has numerical value,,2020-06-05T10:55:02.490765+02:00,118
https://orkg.org/property/P118037,P118037,has languages,,2023-06-26T01:12:32.968548+02:00,120
https://orkg.org/property/P37147,P37147,has parameter,,2021-05-21T11:58:21.685914+02:00,121
https://orkg.org/property/P129011,P129011,species,"Name of the observed species. Can be human, a plant, an animal, etc",2023-11-14T16:28:54.626811736+01:00,123
https://orkg.org/property/P59144,P59144,Start date,,2022-07-09T14:14:22.807594Z,124
https://orkg.org/property/P174145,P174145,cross-device_interaction,,2025-05-12T22:04:22.976520399+02:00,126
https://orkg.org/property/P41204,P41204,Carbon emission,,2021-08-10T23:22:59.05742+02:00,127
https://orkg.org/property/P62005,P62005,Calibration,,2022-07-22T02:30:18.353489Z,129
https://orkg.org/property/P174453,P174453,researcher,,2025-05-16T23:14:52.894445968+02:00,130
https://orkg.org/property/P15237,P15237,Countries,,2020-03-30T21:29:39.495+02:00,131
https://orkg.org/property/P15059,P15059,Category,,2020-03-30T20:56:34.045+02:00,132
https://orkg.org/property/P20123,P20123,investigate,,2020-06-02T10:12:06.329291+02:00,134
https://orkg.org/property/P77004,P77004,Intervention,,2022-11-12T14:02:49.533331Z,135
https://orkg.org/property/P23149,P23149,Duration,The length of time that something lasts.,2020-06-18T16:15:45.484368+02:00,136
https://orkg.org/property/P44132,P44132,language model,,2022-01-10T18:15:16.064583+01:00,137
https://orkg.org/property/P41661,P41661,Outcomes,,2021-09-24T06:51:08.158189+02:00,138
https://orkg.org/property/P37207,P37207,Wind speed,,2021-05-22T09:24:22.211168+02:00,139
https://orkg.org/property/P98000,P98000,average precision CEA,The average precision of the CEA task,2023-02-13T10:18:12.051866Z,140
https://orkg.org/property/P23043,P23043,outperformed,,2020-06-08T12:09:55.329114+02:00,142
https://orkg.org/property/P18097,P18097,organization,"The entity or group responsible for developing the model (e.g., OpenAI, Google, Meta).",2020-05-18T12:16:47.171545+02:00,143
https://orkg.org/property/P118049,P118049,prefer,,2023-06-28T11:52:51.326395+02:00,144
https://orkg.org/property/P55021,P55021,package,,2022-05-11T09:49:31.602913Z,145
https://orkg.org/property/P71078,P71078,empty,,2022-09-27T17:02:58.221138Z,146
https://orkg.org/property/P138010,P138010,liked,Boolean: The approximated target value is derived from users’ liked papers.,2024-03-19T09:37:55.889314121+01:00,147
https://orkg.org/property/P20082,P20082,follow,,2020-06-01T10:29:44.839789+02:00,148
https://orkg.org/property/P62044,P62044,ash,,2022-07-22T14:35:38.201138Z,149
https://orkg.org/property/P18042,P18042,adopt,,2020-04-23T08:54:30.169601+02:00,150
https://orkg.org/property/P20092,P20092,keep,,2020-06-01T10:29:44.874319+02:00,151
https://orkg.org/property/P56004,P56004,gender,,2022-05-23T08:10:08.110993Z,152
https://orkg.org/property/P43222,P43222,Thickness ,,2021-12-01T00:47:32.879181+01:00,153
https://orkg.org/property/P20184,P20184,add,,2020-06-02T20:30:29.397735+02:00,154
https://orkg.org/property/P166051,P166051,flowRate,,2025-03-18T10:23:12.757097255+01:00,155
https://orkg.org/property/P37185,P37185,chosen by,,2021-05-21T21:22:42.366415+02:00,156
https://orkg.org/property/P174036,P174036,theoretical_contributions,,2025-05-12T22:04:13.281064607+02:00,158
https://orkg.org/property/P184093,P184093,isPartOf,,2025-12-17T13:15:35.448786118+01:00,159
https://orkg.org/property/P174187,P174187,display_type,,2025-05-15T23:17:24.512248074+02:00,160
https://orkg.org/property/P44107,P44107,minimum,used after amounts to show that the amount is the lowest possible,2022-01-02T15:46:19.668689+01:00,161
https://orkg.org/property/P55023,P55023,count,Act of determining the quantity or the total number of objects in a set or a group. ,2022-05-11T09:52:41.745481Z,162
https://orkg.org/property/P59266,P59266,character error rate,,2022-07-12T21:39:36.706059Z,163
https://orkg.org/property/P4033,P4033,available,,2019-01-06T15:04:07.692Z,164
https://orkg.org/property/P7077,P7077,has objective,,2020-01-30T12:33:05.944+01:00,165
https://orkg.org/property/P110124,P110124,unit,The unit of a numeric value,2023-05-04T15:32:59.72611+02:00,166
https://orkg.org/property/P7035,P7035,Full name,,2020-01-17T12:34:56.805+01:00,167
https://orkg.org/property/P15599,P15599,Findings,,2020-03-31T11:48:21.623+02:00,168
https://orkg.org/property/P183109,P183109,feature characteristics,,2025-11-03T07:18:48.469620948+01:00,169
https://orkg.org/property/P15229,P15229,Correlation,,2020-03-30T21:28:15.291+02:00,170
https://orkg.org/property/P47013,P47013,round-trip time (average),,2022-03-25T15:15:36.216075+01:00,172
https://orkg.org/property/wikidata:P710,wikidata:P710,participant,,2022-11-11T09:56:17.812864Z,173
https://orkg.org/property/P41526,P41526,vuvspec_irradiance,Radiometric quantity that reflects the rate of photons [photons/s] per unit area [cm^2],2021-09-01T21:34:49.493117+02:00,174
https://orkg.org/property/P183136,P183136,Etching mechanism,,2025-11-09T10:15:06.814527646+01:00,175
https://orkg.org/property/P43016,P43016,has other competence,,2021-11-02T21:08:04.355314+01:00,176
https://orkg.org/property/P145077,P145077,detection method,,2024-05-31T02:23:43.542338682+02:00,177
https://orkg.org/property/P15437,P15437,Prototype,Either the ICT mentioned in a research is a proroype (true) or a product (false),2020-03-31T10:08:07.028+02:00,178
https://orkg.org/property/P37199,P37199,Incubation time,,2021-05-22T09:24:22.176281+02:00,179
https://orkg.org/property/P4017,P4017,Data,instance of a class fabio:Dataset. https://sparontologies.github.io/fabio/current/fabio.html#d4e2865,2019-01-06T15:04:07.692Z,180
https://orkg.org/property/P15353,P15353,Building,,2020-03-31T09:40:54.968+02:00,181
https://orkg.org/property/P15681,P15681,Enviroment,,2020-03-31T12:24:29.832+02:00,182
https://orkg.org/property/P16036,P16036,scenario,,2020-04-08T15:58:14.236316+02:00,183
https://orkg.org/property/P15349,P15349,adaptation,,2020-03-31T09:39:46.883+02:00,184
https://orkg.org/property/P15068,P15068,Research Method,,2020-03-30T20:57:44.811+02:00,185
https://orkg.org/property/P174292,P174292,interaction data,,2025-05-16T13:46:17.883379259+02:00,186
https://orkg.org/property/P174388,P174388,studied_in,,2025-05-16T21:30:28.839745166+02:00,187
https://orkg.org/property/P4018,P4018,Process,,2019-01-06T15:04:07.692Z,188
https://orkg.org/property/P4012,P4012,type,Spectroscopy properties,2019-01-06T15:04:07.692Z,189
https://orkg.org/property/P37134,P37134,Identifier,"The identifier property represents any kind of identifier for any kind of Thing, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See background notes for more details.",2021-05-21T02:57:12.408772+02:00,190
https://orkg.org/property/P23109,P23109,Study design,,2020-06-11T13:22:16.832797+02:00,192
https://orkg.org/property/P37333,P37333,Research Area,,2021-05-27T08:37:21.973258+02:00,193
https://orkg.org/property/P84013,P84013,Accuracy (Fake News),,2022-12-01T04:03:17.392248Z,194
https://orkg.org/property/P18020,P18020,has test,,2020-04-22T08:57:36.745843+02:00,195
https://orkg.org/property/P34038,P34038,has target,,2021-01-07T14:39:31.266848+01:00,196
https://orkg.org/property/P156018,P156018,film property,,2024-09-11T17:48:02.776982257+02:00,197
https://orkg.org/property/P4007,P4007,structure,,2019-01-06T15:04:07.692Z,198
https://orkg.org/property/P147047,P147047,recognition rate (%),,2024-06-18T00:44:10.515901285+02:00,199
https://orkg.org/property/wikidata:P1476,wikidata:P1476,title,,2022-11-05T08:24:28.844537Z,200
https://orkg.org/property/P7046,P7046,Semantic representation,,2020-01-21T10:53:07.029+01:00,201
https://orkg.org/property/P174177,P174177,data_size,,2025-05-15T22:59:43.680961031+02:00,202
https://orkg.org/property/P5030,P5030,Domain,"The domain property specifies the general area or field in which the SLMs are designed to operate. The respective values are generic, coding, or scientific.",2019-12-17T11:40:16.082+01:00,203
https://orkg.org/property/P67086,P67086,True Negative,,2022-08-08T19:32:58.512532Z,204
https://orkg.org/property/P117091,P117091,has medical condition,,2023-06-22T04:07:24.263618+02:00,205
https://orkg.org/property/P5000,P5000,Heuristic followed,,2019-12-17T09:42:25.22+01:00,206
https://orkg.org/property/P41405,P41405,Field work,This porperty tells whether the field data is collected for the attempted work or not.,2021-08-30T08:43:31.282491+02:00,207
https://orkg.org/property/P20183,P20183,requires,,2020-06-02T20:30:29.394591+02:00,208
https://orkg.org/property/P149022,P149022,has member,,2024-07-01T13:46:08.264192237+02:00,209
https://orkg.org/property/P37253,P37253,Data split,,2021-05-24T11:19:25.369908+02:00,210
https://orkg.org/property/P5048,P5048,sub system,,2019-12-17T12:37:34.451+01:00,211
https://orkg.org/property/P18021,P18021,Training data,,2020-04-22T09:56:17.737827+02:00,212
https://orkg.org/property/P58056,P58056,has domain,,2022-06-23T05:43:15.718745Z,213
https://orkg.org/property/P20146,P20146,Batch size,,2020-06-02T10:12:06.549479+02:00,214
https://orkg.org/property/P7112,P7112,has version,,2020-02-13T09:57:33.45+01:00,215
https://orkg.org/property/P28003,P28003,month,,2020-10-08T15:42:55.480992+02:00,216
https://orkg.org/property/P106027,P106027,relation type,"A type of a relation (many-to-many, one-to-many, etc)",2023-03-21T11:44:34.153234Z,217
https://orkg.org/property/P62096,P62096,wavelength,Wavelength (single or range),2022-07-25T08:54:25.362684Z,218
https://orkg.org/property/RelatedResource,RelatedResource,Related Resource,Image,2020-04-02T13:03:37.535+02:00,219
https://orkg.org/property/P174021,P174021,growth dynamics,,2025-05-11T20:21:56.81671658+02:00,220
https://orkg.org/property/wikidata:P1716,wikidata:P1716,brand,,2022-08-09T08:00:09.238144Z,221
https://orkg.org/property/P45148,P45148,ontology learning approach,,2022-03-12T18:45:58.29103+01:00,222
https://orkg.org/property/wikidata:P1114,wikidata:P1114,quantity,,2022-08-09T09:42:26.405401Z,223
https://orkg.org/property/P23002,P23002,has qualifier,,2020-06-05T11:52:14.49215+02:00,224
https://orkg.org/property/P37026,P37026,CPU Clock rate,,2021-05-16T16:37:14.319396+02:00,225
https://orkg.org/property/P2003,P2003,Best complexity,,2019-01-06T15:04:07.692Z,226
https://orkg.org/property/P40038,P40038,Gas,,2021-07-15T09:05:36.450202+02:00,227
https://orkg.org/property/P174660,P174660,signal-to-noise_ratio,,2025-05-18T15:07:28.364146646+02:00,228
https://orkg.org/property/P27045,P27045,Energy,"Food component (carbohydrates, fat, protein) that our body need to function",2020-09-25T11:51:15.046194+02:00,229
https://orkg.org/property/P44108,P44108,maximum,​used after amounts to show that the amount is the highest possible,2022-01-02T15:46:29.191767+01:00,230
https://orkg.org/property/P47000,P47000,mean,Mean is the average value in a collection of numbers,2022-03-23T14:12:36.388468+01:00,231
https://orkg.org/property/wikidata:P4442,wikidata:P4442,mean age,,2024-06-17T18:54:12.242793253+02:00,232
https://orkg.org/property/P37388,P37388,Solver,,2021-05-30T16:12:39.658488+02:00,233
https://orkg.org/property/P45108,P45108,Number of questions,,2022-02-28T14:45:05.261012+01:00,234
https://orkg.org/property/P41339,P41339,Band ratio,,2021-08-26T13:47:44.155876+02:00,235
https://orkg.org/property/reference,reference,reference,,2020-03-03T15:09:57.062+01:00,236
https://orkg.org/property/wikidata:P2436,wikidata:P2436,voltage,difference in electric potential measured and given in Volt [V],2023-09-06T15:17:11.164675+02:00,237
https://orkg.org/property/P5082,P5082,operation,,2019-12-17T12:37:34.558+01:00,238
https://orkg.org/property/P39006,P39006,Number of properties,,2021-06-16T14:09:01.38412+02:00,239
https://orkg.org/property/P20080,P20080,sample,,2020-06-01T10:29:44.832567+02:00,240
https://orkg.org/property/MATERIAL,MATERIAL,material,"The material refers to the key resources or entities utilized in a research contribution to address the stated research problem. Depending on the domain, materials can take various forms—for example, benchmark datasets in AI (such as ImageNet for image classification) or chemical compounds in material sciences. In the Open Research Knowledge Graph, capturing materials provides insights into the foundational elements that support the research findings.",2022-06-30T08:21:35.636153Z,241
https://orkg.org/property/P30012,P30012,Has output,shows the results of the final research,2020-10-31T16:49:00.104487+01:00,242
https://orkg.org/property/P59238,P59238,Dimension of text embedding,,2022-07-12T08:47:48.593685Z,243
https://orkg.org/property/P41914,P41914,Implemented technologies,,2021-10-20T12:52:55.408465+02:00,244
https://orkg.org/property/P20154,P20154,deleted,,2020-06-02T18:20:19.049289+02:00,245
https://orkg.org/property/P26006,P26006,has upper limit for likely range,,2020-08-05T15:08:26.380429+02:00,246
https://orkg.org/property/P41012,P41012,Validation,,2021-07-23T14:43:12.378836+02:00,247
https://orkg.org/property/P174232,P174232,content_modality,https://en.wikipedia.org/wiki/Modality_(semiotics),2025-05-15T23:50:54.931522946+02:00,248
https://orkg.org/property/P21,P21,programming language,The computer programming language.,2019-01-06T15:04:07.692Z,249
https://orkg.org/property/P7122,P7122,has spatial resolution,,2020-02-13T15:10:45.102+01:00,250
https://orkg.org/property/SCHEMAORG:alternateName,SCHEMAORG:alternateName,alternateName,,2022-08-09T09:11:34.965931Z,251
https://orkg.org/property/P68100,P68100,Control,,2022-08-26T10:00:09.015184Z,252
https://orkg.org/property/P119129,P119129,classes,"""classes"" refer to the categories or labels that a model tries to predict based on the input data. These categories can represent different classes, groups, or outcomes, depending on the nature of the problem being solved.",2023-07-31T19:08:21.149729+02:00,253
https://orkg.org/property/P174173,P174173,software_architecture,,2025-05-15T22:59:43.409235029+02:00,254
https://orkg.org/property/P41611,P41611,Phase,Any stage in a series of events or in a process of development.,2021-09-20T13:04:30.903562+02:00,255
https://orkg.org/property/P156010,P156010,reactant,List of reactants used,2024-09-11T17:26:49.192971441+02:00,256
https://orkg.org/property/P175011,P175011,Author Affiliation,,2025-06-22T19:12:27.549866469+02:00,257
https://orkg.org/property/P84019,P84019,Average post per event,,2022-12-01T08:01:36.354712Z,258
https://orkg.org/property/hasModel,hasModel,has model,,2021-05-17T12:32:39.234113+02:00,259
https://orkg.org/property/P16008,P16008,Feature-Of,,2020-04-03T10:41:56.216456+02:00,260
https://orkg.org/property/P37211,P37211,Nitrogen fixation rate,,2021-05-22T09:24:22.227215+02:00,261
https://orkg.org/property/P15428,P15428,Diversity,,2020-03-31T10:07:24.596+02:00,262
https://orkg.org/property/P60002,P60002,documentation link,,2022-07-14T12:02:00.742526Z,263
https://orkg.org/property/P37598,P37598,Scale,,2021-06-03T09:37:52.468049+02:00,265
https://orkg.org/property/P128018,P128018,belongs to,,2023-11-08T11:30:50.622843924+01:00,266
https://orkg.org/property/P20145,P20145,Learning rate,,2020-06-02T10:12:06.541727+02:00,267
https://orkg.org/property/P147034,P147034,drug,,2024-06-17T18:52:47.696955968+02:00,268
https://orkg.org/property/P49029,P49029,position,"The position of an item in a series or sequence of items. (While schema.org considers this a property of CreativeWork, it is also the way to indicate ordering in any list (e.g. the Authors list). By default arrays are unordered in JSON-LD.",2022-04-14T12:47:23.79182+02:00,269
https://orkg.org/property/P174083,P174083,study_duration,,2025-05-12T22:04:17.312403036+02:00,270
https://orkg.org/property/TREATS,TREATS,treats,,2021-12-21T16:33:33.977326+01:00,271
https://orkg.org/property/P62121,P62121,framework,used framework,2022-07-26T19:18:58.127042Z,272
https://orkg.org/property/P174111,P174111,interaction_mode,,2025-05-12T22:04:19.747116124+02:00,273
https://orkg.org/property/P44149,P44149,Number of mentions,,2022-01-25T10:22:05.96829+01:00,275
https://orkg.org/property/P59109,P59109,reliability,Threats to reliability are those factors that cause (or are sources of) error,2022-07-02T13:50:59.567366Z,276
https://orkg.org/property/P33024,P33024,Relevance,,2020-11-24T06:23:20.624573+01:00,277
https://orkg.org/property/P44185,P44185,Directly Fine-tune,"We ignore the source domain training samples, and finetune BERT directly on the target domain data",2022-02-03T11:21:26.300362+01:00,278
https://orkg.org/property/P15425,P15425,Ranker,,2020-03-31T10:07:24.379+02:00,279
https://orkg.org/property/P35087,P35087,Page count,,2021-04-18T06:23:17.505443+02:00,280
https://orkg.org/property/P41875,P41875,Number of relations,Give the number of relations extracted from the dataset,2021-10-12T15:08:26.378174+02:00,281
https://orkg.org/property/P82004,P82004,score,Candidate answers of Knowledge Base Question Answering can be ranked by their scores. This is the matching score between every question and potential answer pair.,2022-11-29T13:01:37.003706Z,282
https://orkg.org/property/P4020,P4020,MAPE,,2019-01-06T15:04:07.692Z,283
https://orkg.org/property/P57036,P57036,survey,Activity in which many people are asked a question or a series of questions in order to gather information about what most people do or think about something. ,2022-06-03T12:04:27.550334Z,284
https://orkg.org/property/P161036,P161036,Confomality,,2024-12-18T02:43:01.189229993+01:00,285
https://orkg.org/property/P8004,P8004,extracts,,2020-03-05T12:52:00.998+01:00,286
https://orkg.org/property/P25067,P25067,Concept,,2020-07-20T12:50:44.418678+02:00,287
https://orkg.org/property/P2006,P2006,metric,Metrics are used to monitor and measure the performance of a model during training and testing.,2019-01-06T15:04:07.692Z,288
https://orkg.org/property/P44180,P44180,Number of documents,"Documents is intended to be an encapsulating concept covering articles, tweets, posts, etc.",2022-02-02T15:02:15.529226+01:00,289
https://orkg.org/property/P71034,P71034,micro-averaged recall ,,2022-09-15T17:37:54.456002Z,290
https://orkg.org/property/P121008,P121008,CitesPerYear,,2023-08-31T12:04:42.535308+02:00,291
https://orkg.org/property/P5081,P5081,purpose,The reason for which the item was created,2019-12-17T12:37:34.555+01:00,292
